,result,iterations,task,objective,learning_rate,num_leaves,max_depth,min_data_in_leaf,min_sum_hessian_in_leaf,lambda_l1,lambda_l2,scale_pos_weight,metric,verbose
0,0.761275880208408,105,train,binary,0.1,90,8,20,0.001,0.0,0.0,1.0,auc,-1
1,0.7614025133084497,130,train,binary,0.1,100,8,20,0.001,0.0,0.0,1.0,auc,-1
2,0.7623592755838995,112,train,binary,0.1,60,8,20,0.001,0.0,0.0,1.0,auc,-1
3,0.7624675525141633,111,train,binary,0.1,80,8,20,0.001,0.0,0.0,1.0,auc,-1
4,0.7625694189627654,100,train,binary,0.1,70,8,20,0.001,0.0,0.0,1.0,auc,-1
5,0.7635087873349395,129,train,binary,0.1,30,8,20,0.001,0.0,0.0,1.0,auc,-1
6,0.7635476708664565,249,train,binary,0.1,20,8,20,0.001,0.0,0.0,1.0,auc,-1
7,0.7635494593733227,142,train,binary,0.1,40,8,20,0.001,0.0,0.0,1.0,auc,-1
8,0.7635821389482573,122,train,binary,0.1,50,8,20,0.001,0.0,0.0,1.0,auc,-1
9,0.7645612829745945,479,train,binary,0.1,10,8,20,0.001,0.0,0.0,1.0,auc,-1
10,0.7643226657380087,422,train,binary,0.1,10,9,20,0.001,0.0,0.0,1.0,auc,-1
11,0.7645612829745945,479,train,binary,0.1,10,8,20,0.001,0.0,0.0,1.0,auc,-1
12,0.7645891434504518,446,train,binary,0.1,10,7,20,0.001,0.0,0.0,1.0,auc,-1
13,0.7649347486177176,392,train,binary,0.1,10,6,20,0.001,0.0,0.0,1.0,auc,-1
14,0.7657317869993587,505,train,binary,0.1,10,5,20,0.001,0.0,0.0,1.0,auc,-1
15,0.7664746793366304,517,train,binary,0.1,10,4,20,0.001,0.0,0.0,1.0,auc,-1
16,0.766880489383017,655,train,binary,0.1,10,3,20,0.001,0.0,0.0,1.0,auc,-1
17,0.7667065619443283,561,train,binary,0.1,10,3,50,0.001,0.0,0.0,1.0,auc,-1
18,0.7667873928122481,569,train,binary,0.1,10,3,60,0.001,0.0,0.0,1.0,auc,-1
19,0.7668522335119204,637,train,binary,0.1,10,3,10,0.001,0.0,0.0,1.0,auc,-1
20,0.766880489383017,655,train,binary,0.1,10,3,20,0.001,0.0,0.0,1.0,auc,-1
21,0.7668824507775898,578,train,binary,0.1,10,3,40,0.001,0.0,0.0,1.0,auc,-1
22,0.7670479826529386,657,train,binary,0.1,10,3,30,0.001,0.0,0.0,1.0,auc,-1
23,0.7670870997102206,684,train,binary,0.1,10,3,80,0.001,0.0,0.0,1.0,auc,-1
24,0.7671097113362666,634,train,binary,0.1,10,3,70,0.001,0.0,0.0,1.0,auc,-1
25,0.767095846694304,624,train,binary,0.1,10,3,70,0.001,0.1,0.0,1.0,auc,-1
26,0.7671097113362666,634,train,binary,0.1,10,3,70,0.001,0.0,0.0,1.0,auc,-1
27,0.7671535089467287,634,train,binary,0.1,10,3,70,0.001,0.2,0.0,1.0,auc,-1
28,0.7672238350074538,655,train,binary,0.1,10,3,70,0.001,0.3,0.0,1.0,auc,-1
29,0.7672430203273718,747,train,binary,0.1,10,3,70,0.001,0.5,0.0,1.0,auc,-1
30,0.7673725989743476,699,train,binary,0.1,10,3,70,0.001,0.6,0.0,1.0,auc,-1
31,0.7674118948580274,732,train,binary,0.1,10,3,70,0.001,0.4,0.0,1.0,auc,-1
32,0.767680730149038,815,train,binary,0.1,10,3,70,0.001,0.7,0.0,1.0,auc,-1
33,0.7673339623565607,626,train,binary,0.1,10,3,70,0.001,0.7,0.3,1.0,auc,-1
34,0.7673989483717181,697,train,binary,0.1,10,3,70,0.001,0.7,0.4,1.0,auc,-1
35,0.767412911918979,755,train,binary,0.1,10,3,70,0.001,0.7,0.6,1.0,auc,-1
36,0.7674351693702024,655,train,binary,0.1,10,3,70,0.001,0.7,0.5,1.0,auc,-1
37,0.767474496539909,709,train,binary,0.1,10,3,70,0.001,0.7,0.7,1.0,auc,-1
38,0.7675915993013425,676,train,binary,0.1,10,3,70,0.001,0.7,0.1,1.0,auc,-1
39,0.767680730149038,815,train,binary,0.1,10,3,70,0.001,0.7,0.0,1.0,auc,-1
40,0.7677202212241635,669,train,binary,0.1,10,3,70,0.001,0.7,0.2,1.0,auc,-1
41,0.7657129153403117,618,train,binary,0.1,10,3,70,0.001,0.7,0.2,11.5,auc,-1
42,0.7677202212241635,669,train,binary,0.1,10,3,70,0.001,0.7,0.2,1.0,auc,-1
43,0.7675815909072748,3114,train,binary,0.02,10,3,70,0.001,0.7,0.2,1.0,auc,-1
44,0.7676714764069927,861,train,binary,0.08,10,3,70,0.001,0.7,0.2,1.0,auc,-1
45,0.7676834520584859,1369,train,binary,0.05,10,3,70,0.001,0.7,0.2,1.0,auc,-1
46,0.7677202212241635,669,train,binary,0.1,10,3,70,0.001,0.7,0.2,1.0,auc,-1
47,0.7677317932028811,6870,train,binary,0.01,10,3,70,0.001,0.7,0.2,1.0,auc,-1
48,0.7678056654509173,2468,train,binary,0.03,10,3,70,0.001,0.7,0.2,1.0,auc,-1
