,result,iterations,task,objective,learning_rate,num_leaves,max_depth,min_data_in_leaf,min_sum_hessian_in_leaf,lambda_l1,lambda_l2,scale_pos_weight,metric,verbose
0,0.7689594588397722,104,train,binary,0.1,100,8,20,0.001,0.0,0.0,1.0,auc,-1
1,0.770203441382441,94,train,binary,0.1,90,8,20,0.001,0.0,0.0,1.0,auc,-1
2,0.7703943811388676,123,train,binary,0.1,70,8,20,0.001,0.0,0.0,1.0,auc,-1
3,0.7705525512702712,114,train,binary,0.1,80,8,20,0.001,0.0,0.0,1.0,auc,-1
4,0.7716833229834689,121,train,binary,0.1,60,8,20,0.001,0.0,0.0,1.0,auc,-1
5,0.7721183824915645,130,train,binary,0.1,50,8,20,0.001,0.0,0.0,1.0,auc,-1
6,0.7722580293910727,144,train,binary,0.1,20,8,20,0.001,0.0,0.0,1.0,auc,-1
7,0.7723873287275688,122,train,binary,0.1,40,8,20,0.001,0.0,0.0,1.0,auc,-1
8,0.7724554232546966,141,train,binary,0.1,30,8,20,0.001,0.0,0.0,1.0,auc,-1
9,0.773210988913312,279,train,binary,0.1,10,8,20,0.001,0.0,0.0,1.0,auc,-1
10,0.7731932610529915,362,train,binary,0.1,10,7,20,0.001,0.0,0.0,1.0,auc,-1
11,0.773210988913312,279,train,binary,0.1,10,8,20,0.001,0.0,0.0,1.0,auc,-1
12,0.7732410355447796,302,train,binary,0.1,10,6,20,0.001,0.0,0.0,1.0,auc,-1
13,0.7733525269764194,318,train,binary,0.1,10,9,20,0.001,0.0,0.0,1.0,auc,-1
14,0.7739274966956546,408,train,binary,0.1,10,5,20,0.001,0.0,0.0,1.0,auc,-1
15,0.7753780110557947,529,train,binary,0.1,10,4,20,0.001,0.0,0.0,1.0,auc,-1
16,0.7759887277377346,647,train,binary,0.1,10,3,20,0.001,0.0,0.0,1.0,auc,-1
17,0.775843099636868,676,train,binary,0.1,10,3,10,0.001,0.0,0.0,1.0,auc,-1
18,0.7759887277377346,647,train,binary,0.1,10,3,20,0.001,0.0,0.0,1.0,auc,-1
19,0.7761237466549241,636,train,binary,0.1,10,3,30,0.001,0.0,0.0,1.0,auc,-1
20,0.7762380358008125,644,train,binary,0.1,10,3,70,0.001,0.0,0.0,1.0,auc,-1
21,0.7762613543170851,683,train,binary,0.1,10,3,60,0.001,0.0,0.0,1.0,auc,-1
22,0.7763260683206699,679,train,binary,0.1,10,3,40,0.001,0.0,0.0,1.0,auc,-1
23,0.7763845839356269,710,train,binary,0.1,10,3,50,0.001,0.0,0.0,1.0,auc,-1
24,0.776646827997374,710,train,binary,0.1,10,3,80,0.001,0.0,0.0,1.0,auc,-1
25,0.7763843395556563,748,train,binary,0.1,10,3,80,0.001,0.2,0.0,1.0,auc,-1
26,0.7764431847200153,707,train,binary,0.1,10,3,80,0.001,0.1,0.0,1.0,auc,-1
27,0.7764804764725407,744,train,binary,0.1,10,3,80,0.001,0.4,0.0,1.0,auc,-1
28,0.7765826390390996,663,train,binary,0.1,10,3,80,0.001,0.6,0.0,1.0,auc,-1
29,0.7765881783086093,731,train,binary,0.1,10,3,80,0.001,0.3,0.0,1.0,auc,-1
30,0.776646827997374,710,train,binary,0.1,10,3,80,0.001,0.0,0.0,1.0,auc,-1
31,0.7767913172471885,734,train,binary,0.1,10,3,80,0.001,0.5,0.0,1.0,auc,-1
32,0.7768121325139457,772,train,binary,0.1,10,3,80,0.001,0.7,0.0,1.0,auc,-1
33,0.7760778622463326,504,train,binary,0.1,10,3,80,0.001,0.7,0.2,1.0,auc,-1
34,0.7766263818833286,680,train,binary,0.1,10,3,80,0.001,0.7,0.6,1.0,auc,-1
35,0.7766727653746051,684,train,binary,0.1,10,3,80,0.001,0.7,0.1,1.0,auc,-1
36,0.7767056849740517,656,train,binary,0.1,10,3,80,0.001,0.7,0.5,1.0,auc,-1
37,0.7768121325139457,772,train,binary,0.1,10,3,80,0.001,0.7,0.0,1.0,auc,-1
38,0.776957158707234,813,train,binary,0.1,10,3,80,0.001,0.7,0.7,1.0,auc,-1
39,0.7769940868018731,868,train,binary,0.1,10,3,80,0.001,0.7,0.4,1.0,auc,-1
40,0.7771537537823415,835,train,binary,0.1,10,3,80,0.001,0.7,0.3,1.0,auc,-1
41,0.7750745287512711,661,train,binary,0.1,10,3,80,0.001,0.7,0.3,11.5,auc,-1
42,0.7771537537823415,835,train,binary,0.1,10,3,80,0.001,0.7,0.3,1.0,auc,-1
43,0.7641173302654507,1000,train,binary,0.01,10,3,80,0.001,0.7,0.3,1.0,auc,-1
44,0.7713985944954509,1000,train,binary,0.02,10,3,80,0.001,0.7,0.3,1.0,auc,-1
45,0.7739241483148692,1000,train,binary,0.03,10,3,80,0.001,0.7,0.3,1.0,auc,-1
46,0.7764811425187078,1000,train,binary,0.05,10,3,80,0.001,0.7,0.3,1.0,auc,-1
47,0.7769107529318644,993,train,binary,0.08,10,3,80,0.001,0.7,0.3,1.0,auc,-1
48,0.7771537537823415,835,train,binary,0.1,10,3,80,0.001,0.7,0.3,1.0,auc,-1
